car_id,year,mileage_km,engine_l,fuel,transmission,price_eur,city,scraped_date,predicted_price,residual
car_217,2020,103346,1.2,Benzin,Manuelni 6 brzina,10550,Beograd,2026-07-15,8478.530467288061,2071.469532711939
car_218,2010,200102,1.4,Benzin,Manuelni 5 brzina,3999,Novi Sad,2026-07-15,3810.19774514602,188.80225485397978
car_219,2012,110000,1.1,Benzin,Manuelni 5 brzina,4750,Čačak,2026-07-15,5032.123391441543,-282.1233914415434
car_220,2018,256000,1.6,Dizel,Manuelni 5 brzina,6499,Ražanj,2026-07-15,7001.749987690457,-502.7499876904567
car_221,2018,137850,1.5,Dizel,Manuelni 6 brzina,6700,Beograd,2026-07-15,7483.127058841513,-783.1270588415127
car_222,2015,83950,1.2,Benzin,Manuelni 5 brzina,5450,Valjevo,2026-07-15,6420.494868977926,-970.4948689779258
car_223,2021,120733,1.5,Dizel,Manuelni 6 brzina,9590,Beograd,2026-07-15,8835.102925911604,754.897074088396
car_224,2017,335000,1.2,Benzin + Gas (TNG),Manuelni 5 brzina,5299,Leštane,2026-07-15,6252.469177335753,-953.4691773357526
car_225,2011,180000,1.6,Dizel,Manuelni 5 brzina,4300,Futog,2026-07-15,4319.51116881723,-19.5111688172301
car_226,2011,190350,1.6,Dizel,Manuelni 5 brzina,4950,Veternik,2026-07-15,4277.3422929271455,672.6577070728545
car_227,2020,143285,1.2,Benzin,Manuelni 5 brzina,7650,Kragujevac,2026-07-15,8315.807497802643,-665.8074978026434
car_228,2011,151920,1.4,Dizel,Manuelni 5 brzina,3700,Beograd,2026-07-15,4433.917162536414,-733.9171625364143
car_229,2018,151769,1.6,Dizel,Manuelni 5 brzina,7490,Veternik,2026-07-15,7426.41705077252,63.58294922747973
car_230,2012,218000,1.4,Dizel,,4999,Šabac,2026-07-15,4592.100338675449,406.89966132455083
car_231,2019,116081,1.2,Benzin,,9490,Beograd,2026-07-15,7999.232319818035,1490.7676801819653
car_232,2009,145323,1.4,Benzin,Manuelni 5 brzina,2690,Novi Sad,2026-07-15,3605.9710456801613,-915.9710456801613
car_233,2003,227000,1.4,Benzin,Manuelni 5 brzina,1750,Subotica,2026-07-15,708.722888462371,1041.277111537629
car_234,2016,188020,1.6,Dizel,Manuelni 5 brzina,5950,Čačak,2026-07-15,6423.895862018844,-473.8958620188441
car_235,2020,84323,1.2,Benzin,Manuelni 5 brzina,7699,Zemun,2026-07-15,8556.035638887777,-857.0356388877772
car_236,2018,132940,1.2,Benzin,Manuelni 5 brzina,7399,Veternik,2026-07-15,7503.131810592268,-104.13181059226827
car_237,2018,66165,1.2,Benzin,Manuelni 5 brzina,7450,Kosjerić,2026-07-15,7775.192360115008,-325.19236011500834
car_238,2019,148000,1.2,Benzin,Manuelni 5 brzina,7250,Kosjerić,2026-07-15,7869.185136288026,-619.1851362880261
car_239,2019,155600,1.5,Dizel,Manuelni 6 brzina,7499,Zemun,2026-07-15,7838.2205510933745,-339.2205510933745
car_240,2021,120595,1.2,Benzin,Manuelni 5 brzina,8200,Jagodina,2026-07-15,8835.665177590137,-635.6651775901373
car_241,2021,127564,1.5,Dizel,Manuelni 6 brzina,9950,Jagodina,2026-07-15,8807.271467824148,1142.7285321758518
car_242,2012,175000,1.4,Dizel,Manuelni 5 brzina,4650,Subotica,2026-07-15,4767.294702276764,-117.29470227676393
car_243,2004,121974,1.4,Dizel,Manuelni 5 brzina,2600,Beograd,2026-07-15,1564.0411059586531,1035.9588940413469
car_244,2007,194856,1.4,Dizel,Manuelni 5 brzina,1850,Novi Sad,2026-07-15,2549.3351700111907,-699.3351700111907
car_245,2021,159000,1.5,Dizel,Manuelni 6 brzina,8500,Beograd,2026-07-15,8679.19216516901,-179.19216516900997
car_246,2021,108637,1.2,Benzin,,10250,Leskovac,2026-07-15,8884.385507821406,1365.6144921785944
car_247,2019,40000,1.2,Benzin,Manuelni 5 brzina,7900,Šabac,2026-07-15,8309.20818905412,-409.20818905411943
car_248,2022,114461,1.5,Dizel,Manuelni 6 brzina,9450,Leskovac,2026-07-15,9288.068953103717,161.93104689628308
car_249,2021,118521,1.2,Dizel,Manuelni 6 brzina,8950,Leskovac,2026-07-15,8844.115249918257,105.88475008174282
car_250,2014,180000,1.0,Benzin,Manuelni 5 brzina,3700,Sremska Rača,2026-07-15,5601.74745631142,-1901.7474563114201
car_251,2010,82251,1.4,Benzin,Manuelni 5 brzina,3500,Loznica,2026-07-15,4290.356604326918,-790.3566043269184
car_252,2013,187365,1.6,Dizel,Manuelni 5 brzina,5290,Novi Sad,2026-07-15,5144.32823285393,145.67176714607012
car_253,2019,137333,1.2,Benzin,Manuelni 6 brzina,8550,Pančevo,2026-07-15,7912.6455613237285,637.3544386762715
car_254,2023,115505,1.5,Benzin,Manuelni 6 brzina,9950,Kraljevo,2026-07-15,9711.227492758335,238.77250724166515
car_255,2011,199000,1.4,Dizel,Manuelni 5 brzina,3999,Beograd,2026-07-15,4242.099705830602,-243.09970583060203
car_256,2010,225538,1.4,Dizel,Manuelni 5 brzina,4150,Paraćin,2026-07-15,3706.564167644554,443.4358323554461
car_257,2020,155872,1.5,Dizel,Manuelni 5 brzina,7990,Veternik,2026-07-15,8264.524440717767,-274.524440717767
car_258,2010,225000,1.6,Dizel,Manuelni 5 brzina,4200,Šabac,2026-07-15,3708.7561343333327,491.24386566666726
car_259,2018,72422,1.2,Benzin,,8999,Beograd,2026-07-15,7749.699543067254,1249.3004569327459
car_260,2011,235950,1.6,Dizel,Manuelni 5 brzina,4650,Temerin,2026-07-15,4091.5547817592396,558.4452182407604
car_261,2022,79652,1.2,Benzin,Manuelni 5 brzina,11490,Beograd,2026-07-15,9429.890827582743,2060.1091724172566
car_262,2012,173000,1.6,Dizel,Manuelni 5 brzina,4190,Ugrinovci,2026-07-15,4775.443277327988,-585.4432773279877
car_263,2011,206152,1.6,Dizel,Manuelni 5 brzina,4699,Aranđelovac,2026-07-15,4212.960401447425,486.0395985525747
car_264,2019,140000,1.5,Dizel,Manuelni 5 brzina,8000,Smederevo,2026-07-15,7901.779436492921,98.22056350707862
car_265,2020,82937,1.2,Benzin,Manuelni 5 brzina,8500,Beograd,2026-07-15,8561.682601398275,-61.68260139827544
car_266,2019,157282,1.2,Benzin,Manuelni 5 brzina,6990,Petlovo Brdo,2026-07-15,7831.367599475296,-841.3675994752957
car_267,2018,79371,1.2,Benzin,Manuelni 5 brzina,6990,Topola,2026-07-15,7721.387319051776,-731.3873190517761
car_268,2010,184885,1.4,Dizel,Manuelni 5 brzina,4000,Pančevo,2026-07-15,3872.1961784232576,127.8038215767424
car_269,2021,63297,1.2,Benzin,Manuelni 5 brzina,8590,Beograd,2026-07-15,9069.113704232654,-479.1137042326536
car_270,2018,156000,1.2,Benzin,Manuelni 5 brzina,6650,Kraljevo,2026-07-15,7409.178740251656,-759.1787402516557
car_271,2021,126314,1.5,Dizel,Manuelni 6 brzina,9990,Beograd,2026-07-15,8812.364327231164,1177.6356727688362
car_272,2020,130002,1.2,Benzin,Manuelni 5 brzina,8200,Beograd,2026-07-15,8369.926259005348,-169.92625900534767
car_273,2011,202558,1.6,Dizel,Manuelni 5 brzina,4300,Pocerski Pričinović,2026-07-15,4227.603390814475,72.39660918552545
car_274,2017,168000,1.2,Benzin,Manuelni 5 brzina,6999,Valjevo,2026-07-15,6932.875194112954,66.12480588704602
car_275,2018,118000,1.6,Dizel,Manuelni 5 brzina,8490,Novi Sad,2026-07-15,7564.001666224911,925.9983337750891
car_276,2021,96000,1.5,Dizel,Manuelni 6 brzina,8990,Dobanovci,2026-07-15,8935.872279282565,54.127720717435295
car_277,2017,134514,1.2,Benzin,Manuelni 6 brzina,7200,Kelebija,2026-07-15,7069.306786195597,130.69321380440306
car_278,2022,97032,1.2,Benzin,Manuelni 5 brzina,8290,Zemun,2026-07-15,9359.079710387607,-1069.0797103876066
car_279,2014,121171,1.0,Benzin,Manuelni 5 brzina,3550,Kraljevo,2026-07-15,5841.433717155647,-2291.433717155647
car_280,2013,197045,1.4,Dizel,Manuelni 5 brzina,4590,Valjevo,2026-07-15,5104.889129606006,-514.8891296060056
car_281,2019,130940,1.2,Benzin,Manuelni 5 brzina,6800,Novi Sad,2026-07-15,7938.692481474966,-1138.6924814749664
car_282,2020,114583,1.2,Benzin,Manuelni 5 brzina,7000,Kraljevo,2026-07-15,8432.747698362758,-1432.7476983627585
car_283,2021,111000,1.5,Dizel,Manuelni 6 brzina,9699,Novi Sad,2026-07-15,8874.757966398385,824.2420336016148
car_284,2011,205000,1.6,Dizel,Manuelni 5 brzina,4750,Šabac,2026-07-15,4217.653980676931,532.3460193230694
car_285,2013,243000,1.4,Dizel,Manuelni 5 brzina,4150,Kovin,2026-07-15,4917.6552463665075,-767.6552463665075
car_286,2009,118000,1.1,Benzin,Manuelni 5 brzina,3250,Beograd,2026-07-15,3717.292803742457,-467.2928037424572
car_287,2021,119000,1.5,Dizel,Manuelni 6 brzina,9400,Topola,2026-07-15,8842.16366619349,557.8363338065101
car_288,2020,158767,1.5,Dizel,Manuelni 6 brzina,8990,Topola,2026-07-15,8252.72937833112,737.2706216688803
car_289,2020,131258,1.5,Dizel,Manuelni 5 brzina,9490,Topola,2026-07-15,8364.80895387318,1125.1910461268199
car_290,2003,248653,1.4,Dizel,Manuelni 5 brzina,1550,Lazarevo,2026-07-15,620.5023406702946,929.4976593297054
car_291,2010,135000,1.4,Benzin,Manuelni 5 brzina,4290,Novi Beograd,2026-07-15,4075.4420116384117,214.5579883615883
car_292,2011,234162,1.6,Dizel,Manuelni 5 brzina,4300,Ruma,2026-07-15,4098.839607855034,201.16039214496595
car_293,2017,122000,1.2,Benzin,Manuelni 5 brzina,6900,Bor,2026-07-15,7120.292420291105,-220.29242029110537
car_294,2004,203461,1.6,Benzin,Manuelni 5 brzina,2200,Kragujevac,2026-07-15,1232.0396383591094,967.9603616408906
car_295,2004,250000,1.4,Dizel,Manuelni 5 brzina,1800,Beograd,2026-07-15,1042.4263712046532,757.5736287953468
car_296,2011,99500,1.1,Benzin,Manuelni 5 brzina,4750,Srbobran,2026-07-15,4647.491314628995,102.50868537100541
car_297,2021,116502,1.5,Dizel,Manuelni 6 brzina,8400,Topola,2026-07-15,8852.341236432469,-452.3412364324686
car_298,2011,253696,1.4,Dizel,Manuelni 5 brzina,4500,Pirot,2026-07-15,4019.2524753297294,480.74752467027065
car_299,2020,74940,1.2,Benzin,Manuelni 5 brzina,6690,Beograd,2026-07-15,8594.264678740596,-1904.2646787405956
car_300,2005,245000,1.4,Benzin + Gas (TNG),Manuelni 6 brzina,1700,Novi Sad,2026-07-15,1490.209904664071,209.79009533592898
car_301,2021,74849,1.2,Benzin,Manuelni 5 brzina,8500,Beograd,2026-07-15,9022.047534736783,-522.0475347367828
car_302,2018,57000,1.2,Benzin,Manuelni 5 brzina,9500,Beograd,2026-07-15,7812.533205287242,1687.4667947127582
car_303,2014,218000,1.4,Dizel,Manuelni 5 brzina,5600,Beograd,2026-07-15,5446.924530338165,153.0754696618351
car_304,2003,206971,1.6,Benzin,Manuelni 5 brzina,1500,Pirot,2026-07-15,790.3267933128534,709.6732066871466
car_305,2020,61726,1.2,Benzin,Manuelni 5 brzina,8250,Šabac,2026-07-15,8648.102314104031,-398.1023141040314
car_306,2021,77812,1.2,Benzin,Manuelni 5 brzina,8500,Beograd,2026-07-15,9009.975420798395,-509.97542079839513
car_307,2005,243000,1.1,Benzin,Manuelni 5 brzina,2000,Novi Sad,2026-07-15,1498.3584797152948,501.64152028470517
car_308,2011,218000,1.6,Dizel,Manuelni 5 brzina,4100,Užice,2026-07-15,4164.688242843975,-64.68824284397488
car_309,2014,218121,1.2,Benzin,Manuelni 5 brzina,4650,Srbobran,2026-07-15,5446.431541547566,-796.4315415475658
car_310,2017,150500,1.2,Benzin,Manuelni 5 brzina,7600,Valjevo,2026-07-15,7004.175225811164,595.8247741888363
car_311,2012,186678,1.6,Dizel,Manuelni 5 brzina,4299,Pančevo,2026-07-15,4719.715172552667,-420.71517255266735
car_312,2003,320000,1.1,Benzin + Gas (TNG),Manuelni 5 brzina,1450,Pančevo,2026-07-15,329.8141485804565,1120.1858514195435
car_313,2011,238000,1.4,Benzin,Manuelni 5 brzina,4700,Leskovac,2026-07-15,4083.202492331735,616.7975076682651
car_314,2003,190000,1.4,Dizel,Manuelni 5 brzina,1420,Koceljeva,2026-07-15,859.4715269100144,560.5284730899856
car_315,2017,176000,1.6,Dizel,Manuelni 5 brzina,5890,Novi Sad,2026-07-15,6900.280893908058,-1010.2808939080578
car_316,2012,298500,1.4,Dizel,Manuelni 5 brzina,3000,Barič,2026-07-15,4264.120192863684,-1264.1201928636838
car_317,2017,167000,1.6,Dizel,Manuelni 5 brzina,7700,Apatin,2026-07-15,6936.949481638566,763.0505183614341
car_318,2007,160000,1.1,Benzin,Manuelni 5 brzina,2300,Pančevo,2026-07-15,2691.3485360039217,-391.3485360039217
car_319,2014,273000,1.4,Dizel,Manuelni 5 brzina,3899,Beograd,2026-07-15,5222.838716429505,-1323.8387164295054
car_320,2002,280000,1.4,Dizel,Manuelni 5 brzina,1650,Radenković,2026-07-15,65.37355377346148,1584.6264462265385
car_321,2007,192509,1.4,Benzin,Manuelni 5 brzina,2500,Valjevo,2026-07-15,2558.8975228338018,-58.89752283380176
car_322,2005,201000,1.4,Dizel,Manuelni 5 brzina,2350,Paraćin,2026-07-15,1669.4785557909981,680.5214442090019
car_323,2007,342000,1.4,Dizel,Manuelni 5 brzina,1500,Radičević,2026-07-15,1949.8282063425409,-449.82820634254085
car_324,2004,136620,1.4,Benzin,Manuelni 5 brzina,2490,Mali Beograd,2026-07-15,1504.36909085854,985.63090914146
car_325,2014,229000,1.4,Dizel,Manuelni 5 brzina,3950,Novi Sad,2026-07-15,5402.107367556433,-1452.107367556433
car_326,2009,191287,1.6,Dizel,Manuelni 5 brzina,2900,Kragujevac,2026-07-15,3418.7004938529317,-518.7004938529317
car_327,2016,98000,1.6,Dizel,Manuelni 5 brzina,2700,Valjevo,2026-07-15,6790.663225074435,-4090.663225074435
car_328,2020,140000,1.2,Benzin,Manuelni 5 brzina,7500,Smederevo,2026-07-15,8329.19153232428,-829.1915323242793
car_329,2006,27300,1.4,Dizel,Manuelni 5 brzina,2100,Kragujevac,2026-07-15,2804.5943948212744,-704.5943948212744
car_330,2019,185000,1.5,Dizel,Manuelni 5 brzina,9200,Bela Crkva,2026-07-15,7718.436497840383,1481.5635021596172
car_331,2008,230000,1.4,Benzin,Manuelni 5 brzina,1800,Plandište,2026-07-15,2833.560505042441,-1033.560505042441
car_332,2010,179000,1.4,Benzin + Gas (TNG),Manuelni 5 brzina,4199,Niš,2026-07-15,3896.173360511484,302.82663948851587
car_333,2010,205800,1.4,Benzin,Manuelni 5 brzina,3450,Kruševac,2026-07-15,3786.982454825083,-336.9824548250831
car_334,2003,204000,1.1,Benzin,Manuelni 5 brzina,1550,Subotica,2026-07-15,802.4315015514466,747.5684984485534
car_335,2007,340000,1.4,Dizel,Manuelni 5 brzina,2100,Šabac,2026-07-15,1957.9767813937647,142.02321860623533
car_336,2003,395000,1.4,Dizel,Manuelni 5 brzina,1400,Mladenovac,2026-07-15,24.242584159557737,1375.7574158404423
