car_id,year,mileage_km,engine_l,fuel,transmission,price_eur,city,scraped_date
car_151,2015,161000,1.0,Benzin,Manuelni 5 brzina,3790,Ruma,2026-07-15
car_152,2016,157000,1.2,Benzin,Manuelni 5 brzina,4990,Ruma,2026-07-15
car_153,2009,165906,1.1,Benzin,Manuelni 5 brzina,2900,Aleksandrovac,2026-07-15
car_154,2013,190222,1.6,Dizel,Manuelni 5 brzina,5500,Kula,2026-07-15
car_155,2014,130000,1.2,Benzin,Manuelni 5 brzina,4899,Niš,2026-07-15
car_156,2010,178334,1.1,Benzin,Manuelni 5 brzina,3199,Smederevska Palanka,2026-07-15
car_157,2022,131993,1.2,Benzin,,11290,Beograd,2026-07-15
car_158,2019,37500,1.2,Benzin,Manuelni 5 brzina,9000,Bežanijska Kosa,2026-07-15
car_159,2007,165000,1.6,Dizel,Manuelni 5 brzina,2500,Kragujevac,2026-07-15
car_160,2021,66756,1.2,Benzin,Manuelni 5 brzina,7650,Kraljevo,2026-07-15
car_161,2021,128886,1.2,Benzin,Manuelni 5 brzina,8550,Jagodina,2026-07-15
car_162,2021,128110,1.5,Dizel,Manuelni 5 brzina,10250,Jagodina,2026-07-15
car_163,2021,129000,1.2,Benzin,,9999,Požega,2026-07-15
car_164,2019,107455,1.5,Dizel,Manuelni 5 brzina,8950,Jagodina,2026-07-15
car_165,2016,100000,1.2,Benzin,Manuelni 5 brzina,5650,Zvezdara,2026-07-15
car_166,2020,29733,1.2,Benzin,Manuelni 5 brzina,8650,Kragujevac,2026-07-15
car_167,2016,131000,1.2,Benzin,Manuelni 5 brzina,6500,Požarevac,2026-07-15
car_168,2015,158200,1.2,Benzin,Manuelni 5 brzina,5490,Stara Pazova,2026-07-15
car_169,2014,107000,1.2,Benzin,Manuelni 5 brzina,4990,Petrovaradin,2026-07-15
car_170,2020,192132,1.5,Dizel,Manuelni 6 brzina,7900,Beograd,2026-07-15
car_171,2005,260000,1.4,Dizel,Manuelni 5 brzina,2300,Kikinda,2026-07-15
car_172,2017,125158,1.2,Benzin,Manuelni 5 brzina,7450,Nova Varoš,2026-07-15
car_173,2022,110026,1.5,Dizel,Manuelni 6 brzina,10250,Jagodina,2026-07-15
car_174,2015,182000,1.2,Benzin,Manuelni 5 brzina,4599,Niš,2026-07-15
car_175,2012,193000,1.4,Dizel,Manuelni 5 brzina,4900,Rakovica,2026-07-15
car_176,2025,13824,1.2,Benzin,Manuelni 6 brzina,11999,Novi Beograd,2026-07-15
car_177,2011,195000,1.6,Dizel,Manuelni 5 brzina,4350,Loznica,2026-07-15
car_178,2021,25000,1.2,Benzin,Manuelni 5 brzina,6800,Loznica,2026-07-15
car_179,2019,105443,1.2,Benzin,Manuelni 5 brzina,6900,Čukarica,2026-07-15
car_180,2022,57676,1.2,Benzin,Manuelni 5 brzina,10990,Beograd,2026-07-15
car_181,2022,24000,1.2,Benzin,Manuelni 5 brzina,9700,Bežanijska Kosa,2026-07-15
car_182,2015,163087,1.4,Dizel,Manuelni 5 brzina,5499,Beograd,2026-07-15
car_183,2016,143000,1.2,Benzin,Manuelni 5 brzina,5599,Kraljevo,2026-07-15
car_184,2021,34000,1.2,Benzin,Manuelni 6 brzina,9999,Loznica,2026-07-15
car_185,2010,192000,1.4,Dizel,Manuelni 5 brzina,3990,Aranđelovac,2026-07-15
car_186,2019,78000,1.2,Benzin,Manuelni 5 brzina,8000,Beograd,2026-07-15
car_187,2017,49471,1.2,Benzin,Manuelni 6 brzina,7500,Kraljevo,2026-07-15
car_188,2012,140000,1.4,Benzin,Manuelni 5 brzina,4498,Novi Sad,2026-07-15
car_189,2018,132000,1.2,Benzin,Manuelni 5 brzina,7650,Novi Sad,2026-07-15
car_190,2022,101000,1.2,Benzin,Manuelni 5 brzina,7950,Beograd,2026-07-15
car_191,2016,172701,1.6,Dizel,Manuelni 5 brzina,6800,Čačak,2026-07-15
car_192,2020,102000,1.2,Benzin,Manuelni 5 brzina,8599,Novi Sad,2026-07-15
car_193,2017,45410,1.2,Benzin,Manuelni 5 brzina,6999,Beograd,2026-07-15
car_194,2018,200000,1.6,Dizel,Manuelni 5 brzina,7500,Užice,2026-07-15
car_195,2012,267500,1.4,Dizel,Manuelni 5 brzina,3899,Bečej,2026-07-15
car_196,2019,123028,1.5,Dizel,Manuelni 5 brzina,8000,Kragujevac,2026-07-15
car_197,2010,257000,1.4,Dizel,Manuelni 5 brzina,3999,Šabac,2026-07-15
car_198,2023,90704,1.2,Benzin,Manuelni 5 brzina,9800,Kragujevac,2026-07-15
car_199,2005,215342,1.4,Benzin,Manuelni 5 brzina,999,Loznica,2026-07-15
car_200,2017,147112,1.2,Benzin,Manuelni 5 brzina,7490,Bežanijska Kosa,2026-07-15
car_201,2021,108817,1.5,Dizel,Manuelni 6 brzina,10250,Jagodina,2026-07-15
car_202,2022,116597,1.5,Dizel,Manuelni 6 brzina,9750,Jagodina,2026-07-15
car_203,2019,165002,1.5,Dizel,Manuelni 5 brzina,7800,Kragujevac,2026-07-15
car_204,2014,184240,1.6,Dizel,Manuelni 5 brzina,4700,Ruma,2026-07-15
car_205,2019,94761,1.2,Benzin,Manuelni 5 brzina,6900,Beograd,2026-07-15
car_206,2019,94644,1.2,Benzin,,9300,Beograd,2026-07-15
